Date,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI
11-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32403.35,32403.35,31950.5,32160.5,32160.5,3290.0,26437.44,114475.0,12750.0
11-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32265.55,32347.65,32012.0,32211.05,32211.05,787.0,6330.79,9800.0,-1725.0
12-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,31849.95,32508.9,31810.0,32455.05,32455.05,172891.0,1392643.19,1570800.0,4625.0
12-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,31978.0,32563.85,31878.45,32524.8,32524.8,5249.0,42427.35,112125.0,-2350.0
12-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32018.1,32602.0,31924.05,32550.55,32550.55,750.0,6066.47,10050.0,250.0
13-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32603.0,32758.15,32251.85,32685.15,32685.15,230896.0,1879844.15,1377625.0,-193175.0
13-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32624.0,32815.05,32331.0,32753.35,32753.35,6072.0,49550.91,107475.0,-4650.0
13-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32681.1,32868.0,32375.0,32800.1,32800.1,950.0,7765.47,11100.0,1050.0
14-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32600.0,32861.4,32562.1,32647.8,32647.8,133494.0,1090803.72,1400800.0,23175.0
14-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32684.85,32864.95,32635.0,32723.25,32723.25,3045.0,24931.11,111625.0,4150.0
14-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32804.95,32915.8,32281.5,32775.45,32775.45,545.0,4467.12,13075.0,1975.0
15-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32600.0,32610.0,32105.0,32314.05,32314.05,198320.0,1603068.52,1449875.0,49075.0
15-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32643.8,32668.15,32176.95,32384.65,32384.65,5338.0,43242.38,127175.0,15550.0
15-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32626.85,32700.0,32227.45,32444.85,32444.85,826.0,6697.26,14850.0,1775.0
18-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32315.65,32467.85,31691.7,31815.7,31815.7,225443.0,1808977.98,1583550.0,133675.0
18-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32328.0,32521.95,31750.0,31842.65,31842.65,7084.0,56941.0,148725.0,21550.0
18-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32310.0,32570.9,31820.0,31908.3,31908.3,783.0,6302.26,17475.0,2625.0
19-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32085.5,32569.75,31919.0,32520.9,32520.9,177566.0,1431181.61,1583425.0,-125.0
19-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32100.0,32630.1,31998.0,32588.45,32588.45,7422.0,59988.12,172150.0,23425.0
19-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32000.0,32670.0,31902.0,32644.35,32644.35,663.0,5366.35,16375.0,-1100.0
20-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32426.25,32664.85,32354.3,32584.7,32584.7,149955.0,1219533.94,1434100.0,-149325.0
20-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32677.9,32739.5,32433.0,32664.6,32664.6,7467.0,60910.98,203150.0,31000.0
20-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32550.0,32780.0,32500.0,32715.3,32715.3,553.0,4515.26,17475.0,1100.0
21-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32749.0,32899.0,32001.5,32228.8,32228.8,197436.0,1608039.16,1514325.0,80225.0
21-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32774.0,32971.85,32091.15,32313.1,32313.1,13494.0,110224.39,254675.0,51525.0
21-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32781.3,33026.05,32156.55,32383.1,32383.1,1619.0,13195.85,19450.0,1975.0
22-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,32200.2,32226.95,31123.05,31197.75,31197.75,302884.0,2389301.11,1476450.0,-37875.0
22-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,32313.15,32313.4,31204.0,31265.75,31265.75,35380.0,279692.43,432650.0,177975.0
22-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,32350.0,32350.0,31291.0,31346.35,31346.35,1864.0,14766.56,33675.0,14225.0
25-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,31469.95,31700.0,30989.9,31181.15,31181.15,251362.0,1971646.55,1422925.0,-53525.0
25-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,31539.95,31760.35,31060.0,31264.75,31264.75,40415.0,317728.84,650900.0,218250.0
25-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,31625.0,31832.85,31122.4,31325.3,31325.3,1328.0,10455.85,33600.0,-75.0
27-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,31165.35,31249.9,30177.1,30328.35,30328.35,256959.0,1973034.23,936750.0,-486175.0
27-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,31171.45,31329.6,30250.95,30383.2,30383.2,72232.0,554837.73,1091975.0,441075.0
27-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,31145.0,31399.95,30315.35,30452.6,30452.6,2660.0,20490.43,40225.0,6625.0
28-JAN-2021,FUTIDX,BANKNIFTY,28-Jan-2021,0.0,XX,29886.1,30410.75,29661.0,30306.75,30358.3,224661.0,1685063.04,610775.0,-325975.0
28-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,30000.0,30484.95,29752.1,30364.7,30364.7,139923.0,1052829.64,1728550.0,636575.0
28-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,29999.95,30524.95,29813.5,30401.05,30401.05,3953.0,29768.9,60325.0,20100.0
29-JAN-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,30639.5,31238.0,30291.2,30679.15,30679.15,284863.0,2185000.07,1686850.0,-41700.0
29-JAN-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,31184.65,31290.0,30346.0,30748.35,30748.35,3688.0,28342.47,66850.0,6525.0
29-JAN-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,30748.8,31342.65,30460.25,30759.3,30759.3,502.0,3865.44,1950.0,1950.0
01-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,30994.85,33484.95,30942.5,33276.3,33276.3,419067.0,3364615.92,1860325.0,173475.0
01-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,31034.75,33529.1,30989.05,33317.1,33317.1,7905.0,63676.92,96550.0,29700.0
01-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,31024.8,33553.9,31024.8,33366.8,33366.8,1606.0,13017.58,9700.0,7750.0
02-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,33610.0,34740.5,33601.0,34392.7,34392.7,361882.0,3097123.93,1639425.0,-220900.0
02-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,33679.95,34777.9,33679.95,34452.8,34452.8,8331.0,71417.99,102950.0,6400.0
02-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,33784.5,34849.45,33784.5,34518.65,34518.65,915.0,7856.33,12225.0,2525.0
03-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,34675.0,34998.9,34097.5,34841.75,34841.75,221430.0,1920162.44,1811850.0,172425.0
03-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,34706.4,35054.0,34164.05,34899.95,34899.95,6409.0,55659.02,122025.0,19075.0
03-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,34700.0,35099.95,34220.65,34952.95,34952.95,646.0,5624.11,15100.0,2875.0
04-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,34551.05,35488.0,34343.55,35352.05,35352.05,244792.0,2136866.04,1740525.0,-71325.0
04-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,34750.0,35552.05,34420.0,35423.75,35423.75,6301.0,55163.76,150050.0,28025.0
04-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,34650.0,35600.0,34472.9,35500.6,35500.6,1550.0,13625.94,18900.0,3800.0
05-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,35575.9,36640.0,35527.0,35665.95,35665.95,354348.0,3192624.08,1733625.0,-6900.0
05-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35579.95,36700.0,35579.95,35736.95,35736.95,9213.0,83204.97,160775.0,10725.0
05-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35791.75,36743.35,35689.15,35830.5,35830.5,1128.0,10191.16,19750.0,850.0
08-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,36140.0,36503.5,35860.0,36013.8,36013.8,226360.0,2047947.72,1581775.0,-151850.0
08-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36131.35,36573.7,35931.15,36077.6,36077.6,6670.0,60510.94,160125.0,-650.0
08-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35621.2,36618.0,35621.2,36141.2,36141.2,1053.0,9553.58,21600.0,1850.0
09-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,36580.0,36580.0,35639.0,36045.95,36045.95,231811.0,2094373.89,1580775.0,-1000.0
09-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36132.15,36563.65,35731.6,36132.7,36132.7,6291.0,56897.21,165025.0,4900.0
09-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36000.2,36609.0,35800.0,36217.25,36217.25,1461.0,13239.22,23875.0,2275.0
10-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,35960.0,36253.0,35462.75,35875.4,35875.4,234107.0,2098877.2,1516950.0,-63825.0
10-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36150.0,36323.65,35550.0,35972.65,35972.65,5622.0,50517.35,171400.0,6375.0
10-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36340.0,36352.0,35620.0,36009.65,36009.65,881.0,7921.84,25450.0,1575.0
11-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,35750.0,36067.0,35630.0,35808.75,35808.75,165826.0,1485280.49,1582475.0,65525.0
11-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35900.0,36127.0,35710.0,35893.05,35893.05,3316.0,29762.81,178725.0,7325.0
11-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35901.0,36189.35,35786.35,35957.25,35957.25,647.0,5817.1,23450.0,-2000.0
12-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,35770.0,36347.75,35720.15,36133.8,36133.8,206362.0,1861460.2,1748375.0,165900.0
12-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35879.6,36412.05,35800.95,36213.3,36213.3,5368.0,48536.68,180200.0,1475.0
12-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35950.0,36477.75,35878.35,36272.4,36272.4,646.0,5855.15,22750.0,-700.0
15-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,36455.0,37543.95,36423.45,37402.65,37402.65,197683.0,1827629.37,1976025.0,227650.0
15-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36113.95,37620.0,36113.95,37486.6,37486.6,8300.0,76940.77,210250.0,30050.0
15-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36565.8,37660.0,36565.8,37529.65,37529.65,1239.0,11503.23,25700.0,2950.0
16-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,37550.0,37770.0,36832.6,37218.15,37218.15,258697.0,2410277.09,1705950.0,-270075.0
16-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,37909.7,37909.7,36917.0,37295.35,37295.35,10350.0,96643.02,202400.0,-7850.0
16-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,37750.0,37890.0,36990.0,37354.95,37354.95,952.0,8896.52,25925.0,225.0
17-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,37050.05,37400.55,36820.0,36976.0,36976.0,217160.0,2013527.01,1537650.0,-168300.0
17-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,37101.6,37465.95,36901.05,37038.8,37038.8,7947.0,73821.54,200925.0,-1475.0
17-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,37200.0,37522.15,36994.5,37111.2,37111.2,807.0,7511.6,26800.0,875.0
18-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,37075.0,37125.15,36352.0,36603.3,36603.3,206495.0,1893741.32,1568825.0,31175.0
18-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,37115.05,37115.05,36440.0,36679.5,36679.5,9777.0,89815.98,230300.0,29375.0
18-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,37163.6,37163.6,36520.0,36744.4,36744.4,820.0,7548.86,28225.0,1425.0
19-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,36402.0,36680.0,35570.25,35849.8,35849.8,257615.0,2328658.57,1533925.0,-34900.0
19-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36407.9,36748.95,35650.2,35929.6,35929.6,19854.0,179615.95,273375.0,43075.0
19-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36520.0,36814.0,35750.0,36019.4,36019.4,2016.0,18291.32,29525.0,1300.0
22-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,35622.35,36116.0,35075.0,35254.55,35254.55,236530.0,2100950.33,1273925.0,-260000.0
22-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35925.05,36189.05,35134.75,35323.55,35323.55,33328.0,296289.36,497750.0,224375.0
22-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36067.15,36250.0,35238.45,35361.5,35361.5,2503.0,22288.98,34575.0,5050.0
23-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,35580.0,35714.95,34988.75,35119.85,35119.85,232270.0,2049706.84,1178875.0,-95050.0
23-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35547.6,35773.45,35066.15,35202.05,35202.05,41224.0,364443.16,646175.0,148425.0
23-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35563.7,35820.0,35150.0,35286.4,35286.4,2091.0,18496.86,38125.0,3550.0
24-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,35090.0,36553.8,35035.0,36468.7,36468.7,196605.0,1760376.92,972250.0,-206625.0
24-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35149.95,36650.0,35100.0,36551.65,36551.65,70722.0,637365.8,987550.0,341375.0
24-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35238.9,36700.0,35227.0,36647.0,36647.0,2538.0,22981.67,44225.0,6100.0
25-FEB-2021,FUTIDX,BANKNIFTY,25-Feb-2021,0.0,XX,36502.0,37243.4,36482.35,36555.05,36549.0,200251.0,1846250.93,401150.0,-571100.0
25-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36825.0,37325.0,36637.0,36719.7,36719.7,142820.0,1320004.38,1347950.0,360400.0
25-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36899.95,37391.8,36732.7,36794.3,36794.3,3161.0,29277.22,54375.0,10150.0
26-FEB-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36000.0,36080.0,34660.0,34870.35,34870.35,341754.0,3006183.04,1479950.0,132000.0
26-FEB-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36150.05,36150.05,34770.0,34947.95,34947.95,15959.0,140307.31,282325.0,227950.0
26-FEB-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35747.75,35949.95,34826.5,35061.4,35061.4,9600.0,84408.53,218850.0,218850.0
01-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35350.0,35615.0,34983.05,35324.55,35324.55,177222.0,1564787.04,1486600.0,6650.0
01-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35480.0,35701.2,35097.4,35440.95,35440.95,7926.0,70059.96,359350.0,77025.0
01-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35416.8,35750.0,35171.35,35523.05,35523.05,4045.0,35747.96,292475.0,73625.0
02-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35460.05,35754.8,34983.05,35454.85,35454.85,211862.0,1872084.26,1594025.0,107425.0
02-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35600.0,35844.3,35101.0,35577.55,35577.55,6086.0,53969.61,387175.0,27825.0
02-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35563.55,35901.0,35170.0,35646.25,35646.25,1309.0,11622.07,311600.0,19125.0
03-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35750.0,36580.95,35666.8,36491.75,36491.75,189861.0,1716769.82,1504300.0,-89725.0
03-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35793.85,36667.8,35793.85,36584.55,36584.55,7632.0,69386.42,426950.0,39775.0
03-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35851.95,36725.0,35851.9,36655.25,36655.25,2861.0,26147.34,364475.0,52875.0
04-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35726.25,36421.25,35530.0,35879.75,35879.75,232785.0,2090907.91,1345800.0,-158500.0
04-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36000.0,36517.45,35642.25,35990.8,35990.8,17399.0,157389.89,620625.0,193675.0
04-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,36026.75,36578.3,35728.0,36093.8,36093.8,7825.0,71070.55,541550.0,177075.0
05-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35500.0,35660.0,34887.9,35287.95,35287.95,244756.0,2158981.88,1492300.0,146500.0
05-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35867.2,35867.2,35010.0,35391.05,35391.05,7481.0,66174.17,629125.0,8500.0
05-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35800.0,35800.0,35100.0,35514.6,35514.6,1066.0,9458.23,551475.0,9925.0
08-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35501.05,35888.5,35100.0,35316.05,35316.05,214391.0,1900230.96,1511200.0,18900.0
08-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35205.8,35980.0,35205.8,35454.35,35454.35,8066.0,71747.82,662950.0,33825.0
08-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35580.6,36050.0,35340.0,35507.65,35507.65,2128.0,18974.08,587250.0,35775.0
09-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35668.0,36154.0,35604.0,35932.95,35932.95,222951.0,1998426.07,1407825.0,-103375.0
09-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35807.75,36242.05,35732.25,36011.45,36011.45,12636.0,113633.93,765250.0,102300.0
09-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35870.0,36334.4,35846.0,36104.85,36104.85,5722.0,51588.79,691825.0,104575.0
10-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36244.0,36244.0,35816.0,36007.75,36007.75,140188.0,1262741.24,1366175.0,-41650.0
10-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35683.55,36353.3,35683.55,36132.65,36132.65,5379.0,48606.45,799850.0,34600.0
10-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,36310.0,36440.05,36044.95,36221.45,36221.45,7040.0,63801.53,699800.0,7975.0
12-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,36505.25,36554.0,35206.55,35522.1,35522.1,228546.0,2048553.61,1534825.0,168650.0
12-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,36600.0,36650.0,35343.85,35642.75,35642.75,23422.0,211286.01,903300.0,103450.0
12-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,36690.0,36719.95,35450.0,35739.05,35739.05,9447.0,85498.44,754375.0,54575.0
15-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35485.5,35544.0,34455.0,35304.7,35304.7,227405.0,1983769.47,1337050.0,-197775.0
15-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35607.8,35607.8,34591.0,35421.9,35421.9,22495.0,196285.86,935450.0,32150.0
15-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35750.0,35750.0,34703.45,35514.9,35514.9,2374.0,20756.05,756525.0,2150.0
16-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,35425.0,35494.0,34790.0,34923.4,34923.4,189738.0,1665099.31,1440225.0,103175.0
16-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35699.0,35699.0,34928.0,35044.6,35044.6,13809.0,121531.04,972700.0,37250.0
16-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35600.0,35650.55,35041.75,35153.15,35153.15,4169.0,36765.71,758850.0,2325.0
17-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,34900.0,35184.15,34230.25,34360.65,34360.65,216111.0,1876651.83,1400400.0,-39825.0
17-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,35072.15,35309.95,34380.0,34479.0,34479.0,13889.0,120963.54,1038325.0,65625.0
17-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,35177.15,35400.0,34478.25,34591.55,34591.55,2702.0,23601.36,764875.0,6025.0
18-MAR-2021,FUTIDX,BANKNIFTY,25-Mar-2021,0.0,XX,34579.8,34820.0,33668.55,33888.25,33888.25,240381.0,2059559.31,1503375.0,102975.0
18-MAR-2021,FUTIDX,BANKNIFTY,29-Apr-2021,0.0,XX,34698.95,34962.65,33823.0,34049.15,34049.15,30179.0,258189.7,1093125.0,54800.0
18-MAR-2021,FUTIDX,BANKNIFTY,27-May-2021,0.0,XX,34899.95,35050.0,33941.75,34178.5,34178.5,15695.0,134357.15,767475.0,2600.0
